job_title,job_detail_url,job_listed,company_name,company_link,company_location
Employee Relations Director | 3 Month Contract | Onsite Boston | 20 hours/week,https://www.linkedin.com/jobs/view/employee-relations-director-3-month-contract-onsite-boston-20-hours-week-at-confidential-3637713619?refId=PDiZ5b%2BwXXKc0Is99xKISA%3D%3D&trackingId=btWx7HO2wxNHzmAGc5a0ZQ%3D%3D&position=19&pageNum=9&trk=public_jobs_jserp-result_search-card,1 week ago,Confidential,https://au.linkedin.com/company/zexxx?trk=public_jobs_jserp-result_job-search-card-subtitle,"Boston, MA"
ASST COMMISSIONER-PUBLIC FUNDED PROJECTS,https://www.linkedin.com/jobs/view/asst-commissioner-public-funded-projects-at-city-of-chicago-3644850001?refId=PDiZ5b%2BwXXKc0Is99xKISA%3D%3D&trackingId=XUZ5OqYujMYq3tL9bLT61w%3D%3D&position=20&pageNum=9&trk=public_jobs_jserp-result_search-card,4 hours ago,City of Chicago,https://www.linkedin.com/company/city-of-chicago?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chicago, IL"
Contract Receptionist,https://www.linkedin.com/jobs/view/contract-receptionist-at-warren-averett-staffing-recruiting-3634793804?refId=PDiZ5b%2BwXXKc0Is99xKISA%3D%3D&trackingId=3vypqIVRPukA%2FwjDqV2ebw%3D%3D&position=21&pageNum=9&trk=public_jobs_jserp-result_search-card,1 week ago,Warren Averett Staffing & Recruiting,https://www.linkedin.com/company/warren-averett-staffing-and-recruiting?trk=public_jobs_jserp-result_job-search-card-subtitle,"Tampa, FL"
Modernization Project Manager,https://www.linkedin.com/jobs/view/modernization-project-manager-at-housing-authority-of-the-city-of-pittsburgh-3644883465?refId=PDiZ5b%2BwXXKc0Is99xKISA%3D%3D&trackingId=999z5rRvK%2F8RAdpX%2B%2BPX6Q%3D%3D&position=22&pageNum=9&trk=public_jobs_jserp-result_search-card,3 hours ago,Housing Authority of the City of Pittsburgh,https://www.linkedin.com/company/housing-authority-city-of-pittsburgh?trk=public_jobs_jserp-result_job-search-card-subtitle,"Pittsburgh, PA"
"Senior Manager, Special Projects",https://www.linkedin.com/jobs/view/senior-manager-special-projects-at-sms-group-of-companies-3644886143?refId=PDiZ5b%2BwXXKc0Is99xKISA%3D%3D&trackingId=53ObtSX1nIGKCN3J%2FiJozA%3D%3D&position=23&pageNum=9&trk=public_jobs_jserp-result_search-card,4 days ago,SMS Group of Companies,https://www.linkedin.com/company/sms-group-of-companies?trk=public_jobs_jserp-result_job-search-card-subtitle,"Detroit, MI"
Contract Administrator,https://www.linkedin.com/jobs/view/contract-administrator-at-d-r-horton-3624101121?refId=PDiZ5b%2BwXXKc0Is99xKISA%3D%3D&trackingId=ce2mq1wELLNW7ycM1Gbv8g%3D%3D&position=24&pageNum=9&trk=public_jobs_jserp-result_search-card,2 days ago,D.R. Horton,https://www.linkedin.com/company/dr-horton?trk=public_jobs_jserp-result_job-search-card-subtitle,"Edgewater, MD"
Contracts Specialist,https://www.linkedin.com/jobs/view/contracts-specialist-at-inari-medical-3639880131?refId=PDiZ5b%2BwXXKc0Is99xKISA%3D%3D&trackingId=e12zn8ZkOTh%2Fpqbp7viPZw%3D%3D&position=25&pageNum=9&trk=public_jobs_jserp-result_search-card,4 days ago,Inari Medical,https://www.linkedin.com/company/inari-medical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Irvine, CA"
Contract Specialist,https://www.linkedin.com/jobs/view/contract-specialist-at-us-army-corps-of-engineers-3639714832?refId=2pCIIxKNaSbn0AzCOJE1IQ%3D%3D&trackingId=Uhj1jGVSm%2F%2BnseIOW4evWg%3D%3D&position=1&pageNum=10&trk=public_jobs_jserp-result_search-card,1 month ago,US Army Corps of Engineers,https://www.linkedin.com/company/us-army-corps-of-engineers?trk=public_jobs_jserp-result_job-search-card-subtitle,"Kansas City, MO"
Contract Administrator,https://www.linkedin.com/jobs/view/contract-administrator-at-ascend-clinical-3615851462?refId=2pCIIxKNaSbn0AzCOJE1IQ%3D%3D&trackingId=wb%2BGKXHBsROTAy0xgWL1Fg%3D%3D&position=2&pageNum=10&trk=public_jobs_jserp-result_search-card,1 month ago,Ascend Clinical,https://www.linkedin.com/company/ascend-clinical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Colorado Springs, CO"
Contract Specialist,https://www.linkedin.com/jobs/view/contract-specialist-at-children-s-minnesota-3612608013?refId=2pCIIxKNaSbn0AzCOJE1IQ%3D%3D&trackingId=2v6ZsSk9Uf7uJ7wE3y2d7g%3D%3D&position=3&pageNum=10&trk=public_jobs_jserp-result_search-card,1 month ago,Children's Minnesota,https://www.linkedin.com/company/children%27s-minnesota?trk=public_jobs_jserp-result_job-search-card-subtitle,"Minnesota, United States"
Contract Specialist,https://www.linkedin.com/jobs/view/contract-specialist-at-acquisition-experts-llc-3624926168?refId=2pCIIxKNaSbn0AzCOJE1IQ%3D%3D&trackingId=f4a3JDisp79xW3Dw1suRjA%3D%3D&position=4&pageNum=10&trk=public_jobs_jserp-result_search-card,3 weeks ago,Acquisition Experts-LLC,https://www.linkedin.com/company/acquisition-experts?trk=public_jobs_jserp-result_job-search-card-subtitle,"Clarksburg, WV"
Contract Specialist,https://www.linkedin.com/jobs/view/contract-specialist-at-pioneering-evolution-llc-3617094576?refId=2pCIIxKNaSbn0AzCOJE1IQ%3D%3D&trackingId=v%2F3LM5Z%2Bfr0Z5oEsPYMMqA%3D%3D&position=5&pageNum=10&trk=public_jobs_jserp-result_search-card,4 weeks ago,"Pioneering Evolution, LLC",https://www.linkedin.com/company/pioneering-evolution-llc?trk=public_jobs_jserp-result_job-search-card-subtitle,Washington DC-Baltimore Area
"Creative Associate, Online Fundraising (Contract)",https://www.linkedin.com/jobs/view/creative-associate-online-fundraising-contract-at-wikimedia-foundation-3607054574?refId=2pCIIxKNaSbn0AzCOJE1IQ%3D%3D&trackingId=IQ4IaROVVY6ZdpQmFbBa4Q%3D%3D&position=6&pageNum=10&trk=public_jobs_jserp-result_search-card,1 week ago,Wikimedia Foundation,https://www.linkedin.com/company/wikimedia-foundation?trk=public_jobs_jserp-result_job-search-card-subtitle,United States
Sr. Site Contract Management Associate - Oncology,https://www.linkedin.com/jobs/view/sr-site-contract-management-associate-oncology-at-icon-strategic-solutions-3643435359?refId=2pCIIxKNaSbn0AzCOJE1IQ%3D%3D&trackingId=9dS%2F%2B7KADfOLTRhiNwhXNg%3D%3D&position=7&pageNum=10&trk=public_jobs_jserp-result_search-card,8 hours ago,ICON Strategic Solutions,https://uk.linkedin.com/company/icon-strategic-solutions?trk=public_jobs_jserp-result_job-search-card-subtitle,United States
Payor Contract Specialist,https://www.linkedin.com/jobs/view/payor-contract-specialist-at-connecticut-children-s-3644474242?refId=2pCIIxKNaSbn0AzCOJE1IQ%3D%3D&trackingId=J1AO6E%2F8QHp0m2mv8cqt8Q%3D%3D&position=8&pageNum=10&trk=public_jobs_jserp-result_search-card,3 weeks ago,Connecticut Children's,https://www.linkedin.com/company/connecticut-childrens?trk=public_jobs_jserp-result_job-search-card-subtitle,"Hartford, CT"
Contract Manager,https://www.linkedin.com/jobs/view/contract-manager-at-techstrat-ltd-3639039230?refId=2pCIIxKNaSbn0AzCOJE1IQ%3D%3D&trackingId=9kaApfqCXqOiTItnIkN8mQ%3D%3D&position=9&pageNum=10&trk=public_jobs_jserp-result_search-card,1 week ago,TechStrat Ltd.,https://www.linkedin.com/company/techstrat-ltd.?trk=public_jobs_jserp-result_job-search-card-subtitle,"Falls Church, VA"
CONTRACT SPECIALIST.,https://www.linkedin.com/jobs/view/contract-specialist-at-defense-information-systems-agency-3644465446?refId=2pCIIxKNaSbn0AzCOJE1IQ%3D%3D&trackingId=H6og3%2F2lbkHJA0WTz8uQWQ%3D%3D&position=10&pageNum=10&trk=public_jobs_jserp-result_search-card,3 weeks ago,Defense Information Systems Agency,https://www.linkedin.com/company/defenseinformationsystemsagency?trk=public_jobs_jserp-result_job-search-card-subtitle,"Fort Meade, MD"
Provider Contract/Cost of Care Consultant (US),https://www.linkedin.com/jobs/view/provider-contract-cost-of-care-consultant-us-at-elevance-health-3632920271?refId=2pCIIxKNaSbn0AzCOJE1IQ%3D%3D&trackingId=m5HA5sk%2FotqELqIYYoZH4w%3D%3D&position=11&pageNum=10&trk=public_jobs_jserp-result_search-card,1 week ago,Elevance Health,https://www.linkedin.com/company/elevance-health?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mason, OH"
Energy Contract Analyst,https://www.linkedin.com/jobs/view/energy-contract-analyst-at-equinor-3630135424?refId=2pCIIxKNaSbn0AzCOJE1IQ%3D%3D&trackingId=PBzb6fEuVhv3fqWPVDrQlQ%3D%3D&position=12&pageNum=10&trk=public_jobs_jserp-result_search-card,1 week ago,Equinor,https://no.linkedin.com/company/equinor?trk=public_jobs_jserp-result_job-search-card-subtitle,"Texas, United States"
Associate Counsel (Contract),https://www.linkedin.com/jobs/view/associate-counsel-contract-at-talentneuron-3624831819?refId=2pCIIxKNaSbn0AzCOJE1IQ%3D%3D&trackingId=N%2BiqQDQJxiiTo1qeSWuVmQ%3D%3D&position=13&pageNum=10&trk=public_jobs_jserp-result_search-card,3 weeks ago,TalentNeuron,https://www.linkedin.com/company/talentneuron?trk=public_jobs_jserp-result_job-search-card-subtitle,United States
Contract Admin in Livermore - up to $70K,not-found,3 weeks ago,not-found,not-found,"Livermore, CA"
Senior Contract Administrator - Remote | WFH,https://www.linkedin.com/jobs/view/senior-contract-administrator-remote-wfh-at-get-it-recruit-transportation-3629528212?refId=2pCIIxKNaSbn0AzCOJE1IQ%3D%3D&trackingId=9tkobjpRczbI3mtI46W8fA%3D%3D&position=15&pageNum=10&trk=public_jobs_jserp-result_search-card,1 week ago,Get It Recruit - Transportation,https://www.linkedin.com/company/get-it-recruit-transportation?trk=public_jobs_jserp-result_job-search-card-subtitle,"Phoenix, AZ"
Contract Specialist,https://www.linkedin.com/jobs/view/contract-specialist-at-u-s-department-of-veterans-affairs-3635797257?refId=2pCIIxKNaSbn0AzCOJE1IQ%3D%3D&trackingId=fFJUz8LoAeZvcYCA6oca5g%3D%3D&position=16&pageNum=10&trk=public_jobs_jserp-result_search-card,1 week ago,U.S. Department of Veterans Affairs,https://www.linkedin.com/company/department-of-veterans-affairs?trk=public_jobs_jserp-result_job-search-card-subtitle,"Houston, TX"
Legal Counsel (7.5-Month Parental Leave Contract) - Remote | WFH,https://www.linkedin.com/jobs/view/legal-counsel-7-5-month-parental-leave-contract-remote-wfh-at-get-it-recruit-professional-services-3628985694?refId=2pCIIxKNaSbn0AzCOJE1IQ%3D%3D&trackingId=3Us%2F75jPXHc7bS%2B2FbC%2Bag%3D%3D&position=17&pageNum=10&trk=public_jobs_jserp-result_search-card,1 week ago,Get It Recruit - Professional Services,https://www.linkedin.com/company/get-it-recruit-professional-services?trk=public_jobs_jserp-result_job-search-card-subtitle,"Boston, MA"
Content Curator (Part-time contract),https://www.linkedin.com/jobs/view/content-curator-part-time-contract-at-sleeper-3605984078?refId=2pCIIxKNaSbn0AzCOJE1IQ%3D%3D&trackingId=yef8kx3R2%2FISCrs3pCpYqA%3D%3D&position=18&pageNum=10&trk=public_jobs_jserp-result_search-card,1 month ago,Sleeper,https://www.linkedin.com/company/sleeperhq?trk=public_jobs_jserp-result_job-search-card-subtitle,"Seattle, WA"
Patent Paralegal (Contract; Part time),https://www.linkedin.com/jobs/view/patent-paralegal-contract-part-time-at-mercedes-benz-research-development-north-america-inc-3632003193?refId=2pCIIxKNaSbn0AzCOJE1IQ%3D%3D&trackingId=t2uxHQMFrlVt%2F%2F2cLcvBKA%3D%3D&position=19&pageNum=10&trk=public_jobs_jserp-result_search-card,2 weeks ago,"Mercedes-Benz Research & Development North America, Inc.",https://www.linkedin.com/company/mbrdna?trk=public_jobs_jserp-result_job-search-card-subtitle,"Long Beach, CA"
Paralegal Contract Specialist,https://www.linkedin.com/jobs/view/paralegal-contract-specialist-at-adventhealth-3629948191?refId=2pCIIxKNaSbn0AzCOJE1IQ%3D%3D&trackingId=qyD50ynH%2BaEnriaNV3N2bQ%3D%3D&position=20&pageNum=10&trk=public_jobs_jserp-result_search-card,2 weeks ago,AdventHealth,https://www.linkedin.com/company/adventhealth?trk=public_jobs_jserp-result_job-search-card-subtitle,"Altamonte Springs, FL"
Contract Administrator - Health Research - Remote | WFH,https://www.linkedin.com/jobs/view/contract-administrator-health-research-remote-wfh-at-get-it-recruit-hospitality-3609848684?refId=2pCIIxKNaSbn0AzCOJE1IQ%3D%3D&trackingId=nnM1py0qUbrBD1syc9%2FShQ%3D%3D&position=21&pageNum=10&trk=public_jobs_jserp-result_search-card,1 month ago,Get It Recruit - Hospitality,https://www.linkedin.com/company/get-it-recruit-hospitality?trk=public_jobs_jserp-result_job-search-card-subtitle,"Potomac, MD"
Contract Administrator,https://www.linkedin.com/jobs/view/contract-administrator-at-public-health-institute-3633817067?refId=2pCIIxKNaSbn0AzCOJE1IQ%3D%3D&trackingId=g3PSStx1IXrTihEoexDEag%3D%3D&position=22&pageNum=10&trk=public_jobs_jserp-result_search-card,1 month ago,Public Health Institute,https://www.linkedin.com/company/public-health-institute?trk=public_jobs_jserp-result_job-search-card-subtitle,United States
Contract administrator,https://www.linkedin.com/jobs/view/contract-administrator-at-cae-3631828123?refId=2pCIIxKNaSbn0AzCOJE1IQ%3D%3D&trackingId=xvOdrRlZccnkgmZTIGRpQg%3D%3D&position=23&pageNum=10&trk=public_jobs_jserp-result_search-card,2 weeks ago,CAE,https://ca.linkedin.com/company/cae?trk=public_jobs_jserp-result_job-search-card-subtitle,"Dallas, TX"
Analyst- Contract/Budgeting,https://www.linkedin.com/jobs/view/analyst-contract-budgeting-at-axelon-services-corporation-3438995163?refId=2pCIIxKNaSbn0AzCOJE1IQ%3D%3D&trackingId=HYr21Jc1cpWGGxYwD5DV6w%3D%3D&position=24&pageNum=10&trk=public_jobs_jserp-result_search-card,5 months ago,Axelon Services Corporation,https://www.linkedin.com/company/axelon-services-corp.?trk=public_jobs_jserp-result_job-search-card-subtitle,United States
Provider Contract/Cost of Care Consultant (US),https://www.linkedin.com/jobs/view/provider-contract-cost-of-care-consultant-us-at-elevance-health-3632916912?refId=2pCIIxKNaSbn0AzCOJE1IQ%3D%3D&trackingId=0zBxb4MK3zEjAnwzrDKnsg%3D%3D&position=25&pageNum=10&trk=public_jobs_jserp-result_search-card,1 week ago,Elevance Health,https://www.linkedin.com/company/elevance-health?trk=public_jobs_jserp-result_job-search-card-subtitle,"Houston, TX"
Contract Specialist,https://www.linkedin.com/jobs/view/contract-specialist-at-u-s-army-contracting-command-3639717367?refId=Bk3%2BFigZiJYLLtNnQXRvug%3D%3D&trackingId=CdNuiVVEUPNHbTQRPiedLA%3D%3D&position=1&pageNum=11&trk=public_jobs_jserp-result_search-card,5 days ago,U.S. Army Contracting Command,https://www.linkedin.com/company/u-s-army-contracting-command?trk=public_jobs_jserp-result_job-search-card-subtitle,"Warren, MI"
"Project Manager, Sourcing Contract - Remote In Any KP Region",https://www.linkedin.com/jobs/view/project-manager-sourcing-contract-remote-in-any-kp-region-at-kaiser-permanente-3635685997?refId=Bk3%2BFigZiJYLLtNnQXRvug%3D%3D&trackingId=RgUxXg1i%2FeUj0CuC02vC%2FA%3D%3D&position=2&pageNum=11&trk=public_jobs_jserp-result_search-card,2 weeks ago,Kaiser Permanente,https://www.linkedin.com/company/kaiser-permanente?trk=public_jobs_jserp-result_job-search-card-subtitle,"Clackamas, OR"
QA Analyst | Remote | Contract,https://www.linkedin.com/jobs/view/qa-analyst-remote-contract-at-it-accel-inc-3622611689?refId=Bk3%2BFigZiJYLLtNnQXRvug%3D%3D&trackingId=LwwzMhNQEGjZJS9qSNgERw%3D%3D&position=3&pageNum=11&trk=public_jobs_jserp-result_search-card,3 weeks ago,"IT Accel, Inc.",https://www.linkedin.com/company/it-accel-inc-?trk=public_jobs_jserp-result_job-search-card-subtitle,United States
Contract Manager,https://www.linkedin.com/jobs/view/contract-manager-at-spectrum-staffing-services-hrstaffers-inc-3632437132?refId=Bk3%2BFigZiJYLLtNnQXRvug%3D%3D&trackingId=62o%2FK9hS3btP%2FMXQwqjZmA%3D%3D&position=4&pageNum=11&trk=public_jobs_jserp-result_search-card,2 weeks ago,Spectrum Staffing Services/HRStaffers Inc.,https://www.linkedin.com/company/spectrum-staffing-services?trk=public_jobs_jserp-result_job-search-card-subtitle,"Swannanoa, NC"
Public Notice for Contract Specialist (Direct Hire),https://www.linkedin.com/jobs/view/public-notice-for-contract-specialist-direct-hire-at-usajobs-3636710563?refId=Bk3%2BFigZiJYLLtNnQXRvug%3D%3D&trackingId=XbYfbnkNxpzBAzdPGx5Q3Q%3D%3D&position=5&pageNum=11&trk=public_jobs_jserp-result_search-card,1 week ago,USAJOBS,https://www.linkedin.com/company/usajobs?trk=public_jobs_jserp-result_job-search-card-subtitle,"Washington, DC"
Provider Contract/Cost of Care Consultant (US),https://www.linkedin.com/jobs/view/provider-contract-cost-of-care-consultant-us-at-elevance-health-3619775188?refId=Bk3%2BFigZiJYLLtNnQXRvug%3D%3D&trackingId=1fsDIKsP9XQcSJeyX%2BTqaQ%3D%3D&position=6&pageNum=11&trk=public_jobs_jserp-result_search-card,1 month ago,Elevance Health,https://www.linkedin.com/company/elevance-health?trk=public_jobs_jserp-result_job-search-card-subtitle,"Austin, TX"
"Contract Specialist (Cambridge, MA or Nashville, TN)",https://www.linkedin.com/jobs/view/contract-specialist-cambridge-ma-or-nashville-tn-at-philips-3627306675?refId=Bk3%2BFigZiJYLLtNnQXRvug%3D%3D&trackingId=UIah9J2586%2BHpvBnktNzIw%3D%3D&position=7&pageNum=11&trk=public_jobs_jserp-result_search-card,2 weeks ago,Philips,https://nl.linkedin.com/company/philips?trk=public_jobs_jserp-result_job-search-card-subtitle,"Nashville, TN"
Contract Administrator,https://www.linkedin.com/jobs/view/contract-administrator-at-marquis-companies-3630837245?refId=Bk3%2BFigZiJYLLtNnQXRvug%3D%3D&trackingId=dx1KmYmwa7HNEKZGMRcCXA%3D%3D&position=8&pageNum=11&trk=public_jobs_jserp-result_search-card,2 weeks ago,Marquis Companies,https://www.linkedin.com/company/marquis-companies?trk=public_jobs_jserp-result_job-search-card-subtitle,"Portland, OR"
Contract Advisor - Entry Level,https://www.linkedin.com/jobs/view/contract-advisor-entry-level-at-millennium-group-3622583267?refId=Bk3%2BFigZiJYLLtNnQXRvug%3D%3D&trackingId=8wnrrd9cODSQ1y4L6O2YPA%3D%3D&position=9&pageNum=11&trk=public_jobs_jserp-result_search-card,4 weeks ago,Millennium Group,https://www.linkedin.com/company/millennium-group?trk=public_jobs_jserp-result_job-search-card-subtitle,"San Antonio, TX"
Provider Contract/Cost of Care Consultant Senior (US),https://www.linkedin.com/jobs/view/provider-contract-cost-of-care-consultant-senior-us-at-elevance-health-3635148723?refId=Bk3%2BFigZiJYLLtNnQXRvug%3D%3D&trackingId=Ie10Ek%2FLGSillZnjfM9SzQ%3D%3D&position=10&pageNum=11&trk=public_jobs_jserp-result_search-card,1 week ago,Elevance Health,https://www.linkedin.com/company/elevance-health?trk=public_jobs_jserp-result_job-search-card-subtitle,"New York, NY"
Contract Specialist,https://www.linkedin.com/jobs/view/contract-specialist-at-univar-solutions-3628073862?refId=Bk3%2BFigZiJYLLtNnQXRvug%3D%3D&trackingId=t53y8fKnj%2B0o8lp1x%2FgA2A%3D%3D&position=11&pageNum=11&trk=public_jobs_jserp-result_search-card,2 weeks ago,Univar Solutions,https://www.linkedin.com/company/univarsolutions?trk=public_jobs_jserp-result_job-search-card-subtitle,"Downers Grove, IL"
Site Contract Manager,https://www.linkedin.com/jobs/view/site-contract-manager-at-abbvie-3628389994?refId=Bk3%2BFigZiJYLLtNnQXRvug%3D%3D&trackingId=cB3EeXUSxw1%2BQ5lB7dmzyQ%3D%3D&position=12&pageNum=11&trk=public_jobs_jserp-result_search-card,1 week ago,AbbVie,https://www.linkedin.com/company/abbvie?trk=public_jobs_jserp-result_job-search-card-subtitle,"Lake County, IL"
Contract and Grants Officer 1,https://www.linkedin.com/jobs/view/contract-and-grants-officer-1-at-fhi-360-3607890737?refId=Bk3%2BFigZiJYLLtNnQXRvug%3D%3D&trackingId=JrO2WBkOxuuUo4qzlAYSZA%3D%3D&position=13&pageNum=11&trk=public_jobs_jserp-result_search-card,1 month ago,FHI 360,https://www.linkedin.com/company/fhi-360?trk=public_jobs_jserp-result_job-search-card-subtitle,United States
Contract Manager,https://www.linkedin.com/jobs/view/contract-manager-at-the-university-of-texas-at-austin-3630741683?refId=Bk3%2BFigZiJYLLtNnQXRvug%3D%3D&trackingId=hY7gsCAxXyYcEQAaxZqNqw%3D%3D&position=14&pageNum=11&trk=public_jobs_jserp-result_search-card,1 day ago,The University of Texas at Austin,https://www.linkedin.com/company/theuniversityoftexasataustin-?trk=public_jobs_jserp-result_job-search-card-subtitle,"Austin, TX"
Pricing and Contract Strategy Manager,https://www.linkedin.com/jobs/view/pricing-and-contract-strategy-manager-at-gforce-life-sciences-3636290239?refId=Bk3%2BFigZiJYLLtNnQXRvug%3D%3D&trackingId=mWF%2Boq%2BoR9fmTvsuqvMn4A%3D%3D&position=15&pageNum=11&trk=public_jobs_jserp-result_search-card,1 week ago,GForce Life Sciences,https://www.linkedin.com/company/gforce-life-sciences?trk=public_jobs_jserp-result_job-search-card-subtitle,"Wilmington, DE"
Senior Contract Specialist,https://www.linkedin.com/jobs/view/senior-contract-specialist-at-dynamic-pro-inc-dpi-3630739856?refId=Bk3%2BFigZiJYLLtNnQXRvug%3D%3D&trackingId=SH9ED2bx5TwnrJj2PcMrUg%3D%3D&position=16&pageNum=11&trk=public_jobs_jserp-result_search-card,2 weeks ago,"Dynamic Pro Inc, DPI",https://www.linkedin.com/company/dynamic-pro-inc-dpi?trk=public_jobs_jserp-result_job-search-card-subtitle,"Washington, DC"
Provider Contract/Cost of Care Consultant (US),https://www.linkedin.com/jobs/view/provider-contract-cost-of-care-consultant-us-at-elevance-health-3632917714?refId=Bk3%2BFigZiJYLLtNnQXRvug%3D%3D&trackingId=Txd%2Be8uke%2Bc9tRmD554KgQ%3D%3D&position=17&pageNum=11&trk=public_jobs_jserp-result_search-card,1 week ago,Elevance Health,https://www.linkedin.com/company/elevance-health?trk=public_jobs_jserp-result_job-search-card-subtitle,"Costa Mesa, CA"
Provider Contract/Cost of Care Consultant (US),https://www.linkedin.com/jobs/view/provider-contract-cost-of-care-consultant-us-at-elevance-health-3632922108?refId=Bk3%2BFigZiJYLLtNnQXRvug%3D%3D&trackingId=tDcqaJEtrU1r8jtxrfLYQQ%3D%3D&position=18&pageNum=11&trk=public_jobs_jserp-result_search-card,1 week ago,Elevance Health,https://www.linkedin.com/company/elevance-health?trk=public_jobs_jserp-result_job-search-card-subtitle,"Charleston, WV"
Provider Contract/Cost of Care Consultant (US),https://www.linkedin.com/jobs/view/provider-contract-cost-of-care-consultant-us-at-elevance-health-3632919438?refId=Bk3%2BFigZiJYLLtNnQXRvug%3D%3D&trackingId=3I5B97sOMaWOSOrDggv%2BtA%3D%3D&position=19&pageNum=11&trk=public_jobs_jserp-result_search-card,1 week ago,Elevance Health,https://www.linkedin.com/company/elevance-health?trk=public_jobs_jserp-result_job-search-card-subtitle,"West Des Moines, IA"
Alaska – Wells Rig Contract Specialist,https://www.linkedin.com/jobs/view/alaska-%E2%80%93-wells-rig-contract-specialist-at-conocophillips-3635398908?refId=Bk3%2BFigZiJYLLtNnQXRvug%3D%3D&trackingId=zlPS1xVXb2uP9zIEt8iZUQ%3D%3D&position=20&pageNum=11&trk=public_jobs_jserp-result_search-card,1 week ago,ConocoPhillips,https://www.linkedin.com/company/conocophillips?trk=public_jobs_jserp-result_job-search-card-subtitle,"Anchorage, AK"
CONTRACT SPECIALIST,https://www.linkedin.com/jobs/view/contract-specialist-at-naval-sea-systems-command-navsea-3639713962?refId=Bk3%2BFigZiJYLLtNnQXRvug%3D%3D&trackingId=bjoYZDcTdHXAW7RPCf1m3w%3D%3D&position=21&pageNum=11&trk=public_jobs_jserp-result_search-card,1 month ago,Naval Sea Systems Command (NAVSEA),https://www.linkedin.com/company/navsea?trk=public_jobs_jserp-result_job-search-card-subtitle,"Dahlgren, VA"
CDMA Clinical Contract Manager,https://www.linkedin.com/jobs/view/cdma-clinical-contract-manager-at-talentburst-an-inc-5000-company-3627153553?refId=Bk3%2BFigZiJYLLtNnQXRvug%3D%3D&trackingId=Fk%2FRyd16EQ4EZVzYO4sIYA%3D%3D&position=22&pageNum=11&trk=public_jobs_jserp-result_search-card,2 weeks ago,"TalentBurst, an Inc 5000 company",https://www.linkedin.com/company/talentburst?trk=public_jobs_jserp-result_job-search-card-subtitle,United States
Contract MasterTax Specialist,https://www.linkedin.com/jobs/view/contract-mastertax-specialist-at-rvr-consulting-group-3636839988?refId=Bk3%2BFigZiJYLLtNnQXRvug%3D%3D&trackingId=yvfooYEEg4wdeWweYy9%2BhQ%3D%3D&position=23&pageNum=11&trk=public_jobs_jserp-result_search-card,1 week ago,RVR Consulting Group,https://www.linkedin.com/company/rvr-consulting-group?trk=public_jobs_jserp-result_job-search-card-subtitle,United States
Provider Contract/Cost of Care Consultant Senior (US),https://www.linkedin.com/jobs/view/provider-contract-cost-of-care-consultant-senior-us-at-elevance-health-3635154013?refId=Bk3%2BFigZiJYLLtNnQXRvug%3D%3D&trackingId=AdzyNmS5rgcZ%2BnDrn6QmTA%3D%3D&position=24&pageNum=11&trk=public_jobs_jserp-result_search-card,1 week ago,Elevance Health,https://www.linkedin.com/company/elevance-health?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chicago, IL"
Contract Administrator,https://www.linkedin.com/jobs/view/contract-administrator-at-tucker-parker-smith-group-tps-group-3633501079?refId=Bk3%2BFigZiJYLLtNnQXRvug%3D%3D&trackingId=tMRQbTwR2vipgWYyfxYHeQ%3D%3D&position=25&pageNum=11&trk=public_jobs_jserp-result_search-card,1 week ago,Tucker Parker Smith Group (TPS Group),https://www.linkedin.com/company/tps-group?trk=public_jobs_jserp-result_job-search-card-subtitle,"San Diego, CA"
Contract Administration Mgr II,https://www.linkedin.com/jobs/view/contract-administration-mgr-ii-at-texas-health-and-human-services-3628260603?refId=XkguoZrHGLAoL2ciINqtMQ%3D%3D&trackingId=n0AkuSNFDURcAv0%2BRGDZeA%3D%3D&position=1&pageNum=12&trk=public_jobs_jserp-result_search-card,2 weeks ago,Texas Health and Human Services,https://www.linkedin.com/company/texashhsc?trk=public_jobs_jserp-result_job-search-card-subtitle,"Austin, TX"
Telecom Engineer Job Opportunity :: TELECOM ENGINEER :: 12 Months Contract :: Houston – hybrid – office 3 days a week,https://www.linkedin.com/jobs/view/telecom-engineer-job-opportunity-telecom-engineer-12-months-contract-houston-%E2%80%93-hybrid-%E2%80%93-office-3-days-a-week-at-steneral-consulting-3621577681?refId=XkguoZrHGLAoL2ciINqtMQ%3D%3D&trackingId=zpV6stA01TQ3QwVjxPsipw%3D%3D&position=2&pageNum=12&trk=public_jobs_jserp-result_search-card,3 weeks ago,Steneral Consulting,https://www.linkedin.com/company/steneral-consulting?trk=public_jobs_jserp-result_job-search-card-subtitle,"Houston, TX"
Land & Contract Administrator,https://www.linkedin.com/jobs/view/land-contract-administrator-at-city-of-el-paso-3625026804?refId=XkguoZrHGLAoL2ciINqtMQ%3D%3D&trackingId=kaSHLGtJp%2BijVyeuPEk%2F6g%3D%3D&position=3&pageNum=12&trk=public_jobs_jserp-result_search-card,2 weeks ago,City of El Paso,https://www.linkedin.com/company/city-of-el-paso?trk=public_jobs_jserp-result_job-search-card-subtitle,"El Paso, TX"
